sentence	label
2019 ke lok sabha chunav ke liye Hardik lokpriya Neta Shri Narendra Modi ko Hardik hardik shubhkamnaye Shri Narendr … https//t.co/faRHT9jO0L	positive
@ Wheres _ TheFood _ Kaunsa ye wala dance dance rahe ho ? 😉 https//t.co/6Se8xUjMvB	neutral
@ OTT143 Lagta hai dil le le gye ho ! Lag jayega pata is bar p 	positive
RT @ Rinku29734030 @ sanjaytos12010 @ imsiddhu4u @ sonamJain001 Ji bilkul nahi aap log purush kahan hai 😜😜😜 aap ki barabri karni bhi nahi hai .… 	negative
@ hann _ machine you look gorgeous omg i love your eye makeup !! also congrats 💗 x 	positive
@ VijayDass7 @ ZeeNewsHindi Lekin jyadatar Jute jhadkane wali hai ganja ho jayega piddi Vaise jagah khali kaha hai S … https//tco/XrzAEtTTmT	negative
@ PrajapatiNick2 @ Poonam59441855 @ DrRehman0786 @ meenusharma8118 @ follow2deep Koi nahi main usko phle hi block kardiya tha 😂😂😂 	neutral
@ AKrisnapriya @ upadhyay _ richa @ SadhviPragya _ MP Yah baat bjp or khas karke modi ji ko samjhna hogi ki bhai chara itn … https//tco/uzKH5hPpoP	neutral
As salam u walaikum Guyz Mai aap sabse maafi chahugi jinka jane anjane maine dil dukhaya ho is ramzan k pak m … https//tco/txmCwwIJDT	neutral
@ BenBell45725386 @ lady _ bahati @ Jashyie @ MiriamMkanaka @ monicaalphonce @ HildaNewton21 Ha ha ha haaaaa 	neutral
Dhup Aarti Shri Sai Baba Mandir Shirdi 31 May 2019 Baba Bless all with all the happiness of the world Om Sai Ram … https//t.co/QKcfkFXuI0	positive
@ NadeemHaider787 @ sheikhsafina @ junaidabid63 Kuty ka bacha ye nara ha koi khud ki hi awaz bas 	negative
RT @ pranav _ bodani @ ashwinravi99 @ WorcsCCC Na ishq me na Pyar me Jo maza hai king Kohli ki har me 	neutral
@ ziddy _ zoya @ RautBishwajeet @ RubikaLiyaquat @ RubikaLiyaquat ek harami ki auald hai use nahi pata uska baap kaun ha … https//t.co/cSVBwVmFIy	negative
@ CNBC _ Awaaz @ ShahnawazBJP Media ki maherbani because issues ko highlights nahin kiya ... 	neutral
RT @ DrVijay _ Pratap Santa In Court ( Sad ) Bachpan Mein Agar Maa Ki Baat Suni Hoti To Aaj Ye Din Nahi Dekhna Padta . . . . . Judge Kya … 	neutral
RT @ 2318sunita 🌺 Good morning my almighty @ Gurmeetramrahim papa ji 🌺 🌹 Plz bless me more sewa sumiran parmarth ka bal 💪 ba … 	positive
@ ThisisIK Jab promo nahi aarahe the tab bolrahe the promo nahi aarahe he buzz nahi he ab promo aaraha he buzz he b … https//tco/w0KsJ9ifgs	neutral
@ Aafrin7866 right ab dekhna tv pur loi debate nahi dekhega sab chanal wale dale h 	neutral
@ RishabPant777 @ BCCI Bhai match jitana sikh le nahi to team India me jagah bhi nahi Bana paoge 	negative
@ timesofindia @ RahulGandhi Gajab chutiya h log isko like Ni kr re or ye British rule ki bt krta 	neutral
@ MahilaCongress Bikau Election Commission Chor & Bikau Media are working for BJP Jumlebaj Fakendra Modi's fake fail … https//t.co/nQF8vlqwUD	negative
@ brumbyoz I'm thinking of the debate shows anchors be like tera bhi bhagwan modi mera bhi chal bhajan kare modi ke 	neutral
@ Nahi08691744 @ SumitGope08 @ Being __ Ankush @ EkAbhijeet Oye mc jail me sandas saaf karni he karega kya bc teri sakl b … https//tco/Pc5wmbqoOG	negative
@ SirPareshRawal @ narendramodi Happy birthday ! And happy Diwali too !! We are going to light up Diyas to celebrate t … https//tco/kEFZu5sH4I	positive
@ anandk2012 @ RailwaySeva @ IRCTCofficial Private window naam ki koi cheej hoti hai ab subko pata chal gaya ki onlin … https//tco/8xAufrdyGA	neutral
RT @ IndiaToday Fulfilling big poll promise Modi govt decides to expand PM Kisan Yojna to all 14.5 crore farmers . # ITVideo https//t.co/No…	neutral
@ Nabeel _ Official Jaa tujhe maaf Kiya is wonderful song ! 🌹🌹🌹🌹🌹🌹 	positive
@ rssurjewala @ INCIndia lifetime ban karo Godi media aur BJPigs aur wo saala shehzaad ko aapas main main discusssion karne do 	negative
Thakur bhai nalayak Rahul khan Gandhi uff pappu fail tha fail h or fail rahega Koi ishko pass karke dikhaye to jane … https//tco/sXUqL5NdjD	negative
@ BJP4Rajasthan Crime khatm hone wala hain corruption to bacha hi nahi drugs to ab thoda bacha hain koi bhi kaam nah … https//t.co/nXi4jZ8V1e	positive
RT @ MahiAror Part =1_ I hate this typ people ke jo insan apne maa baap ko chod kr foreign chle jate h jab bhudape me maa baap ki seva krn … 	negative
@ THETCCWORLD TCC scam ab kuch nahi hone wala .... Maine 1 BTC + dubo diya isme ... Don't Invest 	neutral
RT @ shashidigital Original Audio of Lal Bahadur Shastri giving the slogan of ' Jai Jawan Jai Kisan ' - @ AkashvaniAIR Archives https//tco…	neutral
Jis tarah sarfaraz khel rha hey ab iske bus ki bat nhi 6 ya 4 marne ki . Is sey running to ho nhi rhi . Aisa lag rha … https//t.co/qT1mckIGUL	negative
RT @ Saireddy95 Pratap Chandra Sarangi a foot soldier won from Balasore Odisha took oath as MoS ..👌👌 Proud moment for every @ BJP4India ka … 	positive
@ shubhamjkale @ TarekFatah Abe harami ke aulad hindu tu hamsha sy terrorist hain aur hum cow ka goost kahaty hain tu … https//tco/Bu3P0EcxvU	negative
Congratulation mere pyaare bhaiyo aapka apna pyaara imandaar world best pm modi ji jeet chuke hain https//tco/lO5kyvT2xd	positive
Is zamane ne gham ke alawa kuch dekha nahi . Aajkal ummeed duniya se naya rishta jodne ki taak mein hai . # Kaafir pre … https//t.co/zGoSka1sTk	positive
@ yadavdimples @ kanhaiyakumar @ pbhushan1 Sadhvi Pragya nahi jeetni chahiye thi aur ye tukde tukde gang vala bhi hara wo sahi hua . 	positive
omg im sat outside alone and i can hear people having fun i really am living my worst loonaverse olivia hye life 	negative
Sir tn . 16507 me B2 me a / c kam nahi kar raha he bahut halat kharabh he chotte chotte bache tadap rahe hai please sir help 	neutral
@ GulalaiAfridi @ WaseemBadami Nahi yara ajkal busy hain werna ense zayada Active to koi nahi 😂😋 	neutral
@ Hogmanlolz @ Lauta _ Arro No one because fortnite will still host 100k tournaments all sundays or even a new wc . They are not stupid . 	positive
@ Saru81589968 @ LillyMaryPinto @ RahulGandhi Sabka saath ho GayaVikas ho Gaya no Appeasement ho gaya ab Vishwas ho … https//t.co/J90ALg4aAi	positive
@ JhaSanjay Man halka karle 5 more years you have to be strong 😂😂 	neutral
RT @ Salmanashraf313 Srf 1 day left us insan ke brday mae jo mere family ka aik member hae mere bheno me tara ... lucky sis like u in my life … 	positive
RT @ StephenKellett7 @ ckanownik @ Newaz _ Nafisa @ Mish _ 28 @ superbelks @ QasimRashid @ sarperduman That's the quickest follow I've made 	neutral
@ hmsteinnn Woooooo plaster ur pic of that moment on ur CAP 🏆 masters degrees rule !! I know . Much love !!!👩🏻‍🎓 	positive
@ narendramodi Hamara Bharat Desh Ka Pradhanmantri Koti Koti Naman Main Chahta Hoon Bharatiya Janata Party ka Karya … https//tco/BcMxz35upb	positive
@ muglikar _ @ dhaval241086 Ekdum Chaan Guess you were happy to see pakya too ! ;) 	positive
@ isalilsand @ rhea _ shrm Kisi ke lie achha ni bol sakte toh bura bhi mat bolo # YehRishteyHainPyaarKe dis show is best in ITV . 	positive
@ subodhs _ 93 @ ndtv @ capt _ amarinder @ sherryontopp Ek akela Siddhu hi to sara vakt pagal kutte ki tarah bhonkta rehta … https//t.co/tMhWmy9arN	negative
# CongBachaoRahulHatao This is not fair yaar . We need Rahul Gandhi for the betterment of BJP 😌 Agar wo nhi hoga toh … https//t.co/guGNeNK4wH	negative
RT @ scottiholden I've never followed cricket before but this is a super cool analysis on the best player ( Kholi ) done by @ nassercricket u … 	positive
@ MaryamNSharif Nawaz shareef sub accha hy app log shindh ke hukumranoo sy behter hain per Ap logoo ka kahna hy a … https//tco/flkrn0jRij	neutral
Dear Maniye narendra modi ji ko dubara PM bnne pr hardik bdhai p subhkamnaye ham apke sath h modi ji har har modi g … https//t.co/LZwMjJC1BK	positive
@ taniaalia _ Hi @ taniaalia _. Feyn here . Thank you for your feedback . We really appreciate it . 	neutral
@ ffsmush @ nachadha Popat kaniya daughter fucker was also a converted animal . BC itne syed arab me nahin hain jitne … https//t.co/eLShrNAzBc	negative
RT @ xtina We got an emoji for the show !! # theXperience 💜💙 Use it so I can see . Thanks @ TwitterMusic ! https//t.co/bJMu49TvYI	neutral
@ SarfarazA _ 54 @ 76Shadabkhan Lula laynay gay ho bc eligibile e nae ho tum log ganduo khelnay kay liye ..... 	negative
@ IndiaToday @ kanhaiyakumar Abe kutte kaheka dar lag raha he tuje india me ? Tum jeso ko to rehaneka hak nahi he indi … https//t.co/BucOJYilhK	negative
RT @ ANKITSI56541118 Kya baaat hai desh seva ki bjp m samil hue tmc ke 2 vidhayak aur 40 parshad ab didi ke gunde nhi desh sevak kahlayengye 	neutral
@ BhawanaD11 Vorrection harman was not marrying She said correct me if i wrong main to harroz unka mann padhti hu j … https//t.co/2gP5ErOmOl	neutral
@ narendramodi Thank you sir sure modi ji you are surely outari purus our country surely become vishva guru atleast 	neutral
@ dibang Dallalon se kuch umeed maat Karo ... Ye modi ki dallali karenge bass .... I just hate media 	negative
@ HardikPatel _ Why why Amit Shah MODIJI NE bataya tha sab ko jail KE bahar Tak le aaye part II me jail KE andar B … https//t.co/ZOrLlxHyf7	neutral
@ irtcso @ RailMinIndia @ PiyushGoyalOffc @ IR _ CRB @ RbSecy @ GMNCR1 @ drmncrald @ htTweets @ AmarUjalaNews Bahut badhiya 	positive
@ iffrahK Hahhaha i am feeling the same shit !!! Let ’ s hope God has something better planned for us !!! 	neutral
@ kunalkamra88 Apna prediction ye wala na apne gaand me daal le piche se or @ ReallySwara aap ye hatao ki @ DurexIndia … https//t.co/UZvd5HWs3Q	negative
@ akusukanyakamu yeay ! Thx uu !! Wish u all the best too 	positive
@ PMOIndia _ LIVE Sriman Paramsatta ka Anurag anudan Aap par sadaiv barse aisi Mangal kamana ... Aap se ek anu … https//t.co/axm0GfO6lQ	positive
@ Squirrel _ Soul in jaise ki wajah se accident hote hai . ye to nikal jayenge . 	neutral
RT @ GulGhutae @ BeenishMuffin Thank you so much . Saaray notifications bekaar thay ab acha lag raha hai 😍😍 	positive
@ multan __ @ UN @ UNWomenUK @ UNICEF _ Pakistan @ SirJadeja yeh hai tum bhakton ki auqat . Hindutva ne tum hindu ko namard … https//t.co/AN7MsUeoF6	negative
Congratulations sir I am so happy ki aap hamare PM bne dil se welcome karte hai aap ko thanku so much sir apne Indi … https//tco/RquduZ8UTq	neutral
@ saket71 @ MamataOfficial Or congress jal ke rakh ho rahee hai aur baba ab bhi jhoola jhool rahe . 	neutral
@ umashankarsingh @ TIME William saheb If they knew likhna-padhna they wouldnt have been bhakt Pls dont give ear to elements like these 	negative
RT @ Surbhidiwas1 # surbhijyoti @ surbhijyoti My jaan sona di's happy moment in the # Tobleronemountain guys di is soooooooooo Happy then I a … 	positive
RT @ parmind40704180 God job waheguru ji Tuhade teh mehar karan https//tco/3LfqBMaus0	neutral
@ meghanavirat Maa ... Bhale happy ga undhi https//t.co/o91wT2qa1u	neutral
@ Crazzzzyyyme Abe saale bhikhmamgo Pura desh bhikh manga hai Saale tu padhta lilhta hai ya bas aise hi apni Maa C … https//t.co/4n0BY5uhrx	negative
RT @ iamaqid Pakistan Ka Doosra Match Bhi Aaj Kara Dena Chahiye Time Bhi Hai Aur Players Bhi Thakay Nahi Hongy # CWC19 	neutral
@ asha _ buzz agar kisi k liYe uh Compulsory ho jao To ? ♥️🙊 	neutral
@ naziauncut @ suneetapandit13 @ Babitas6sharma @ pathan _ bull Kya karegi bra ka phir to hindu ke pas hi Jana hai 	neutral
@ BeingSalmanKhan @ Bharat _ TheFilm @ aliabbaszafar @ atulreellife @ itsBhushanKumar @ nikhilnamit Bhaiiiii Love you bhaii … https//t.co/xUk1YN0rU2	positive
RT @ Devil __ 017 @ Helicopter _ King Tu to nlyk hi rahega thk gya isko sudharte hue 🤧 jesa bhi he dil ka achha he 😌 ipl pe dosti ki vja se ye trol … 	negative
Muslims muslims muslims jab musalmaano ko hi unki khudki izzat ki khud ke desh ki khud ke hone ki khud ki naslo ki … https//tco/DxIU1pzw6E	negative
BHAIYA APKO MERI AUR SATYENDRA BHAIYA KI TARAF SE JANM DIN KI HARDIK SUBHKAMNAYE WISH YOU A VERY VERY MANY HAPPY RE … https//tco/oquEYnkWYP	positive
@ Gurmeetramrahim # Miss _ U _ Meet _ Papa _ Ji # love _ u _ meet _ papa # dhan _ dhan _ satguru _ tera _ hi _ aasra Gud morning satgur maula b … https//t.co/9tLlYw3gvx	positive
Duniya me dil koi kabhi na dadka hota Dadkha hai dil a yar mil ye pyar ka izhar hai Kaho na pyar hai Do premi do p … https//tco/o0IDomFJ3N	neutral
RT @ zainshabir00 Assalam O ' Alaikum Baap jannat ka darwaza hai Usay kholna hai todna nahi ❤ Never hurt your parents kabhi oonchi awaz … 	positive
@ JuhiSin95031521 @ myogiadityanath Students ka future kharab Ho rha hai 2013 ki vacancy ab tak clear nhi Ho payi aap … https//t.co/2fcx533AEW	negative
@ MaryamNSharif Apne chor baap se pucha kabhi Pakistan se paisa lot kar UK mai apartments kiun kharide apne baap se … https//t.co/wJB7n1RRXV	negative
RT @ itx __ Bilal Bc har koi molana bana hua idr fitwe de rha teri baji nai bhagyi smja '( https//t.co/yjAQMtq0PA	negative
RT @ Mastani4423509 Tu Safar Mera Tu Hi Meri Manzil .... Tere Bina Guzara Aye DiL Hai Mushkil .... 💘🙈 I LOVE U @ iamsrk ❤ !! https//t.co/vd3…	positive
2221 for 2019 this is going to be ' aap sey mil kar achcha laga ! ' unless a better one comes ... 	neutral
RT @ ShatruganSinha & father-in law of the versatile & supremely talented Kajol @ KajolAtUN He was way ahead of his times & I had the great … 	positive
@ iPriyankDev @ swatipandey2200 😂😂 Ye to @ swatipandey2200 Vaise hi samajh gyi hogi itni to smjhdaar hai 😍😂😂🎵 	neutral
@ Transfictoso Hahahahahaha . Thanks beh ! YuYang or Lihuan is for you . <3 	positive
@_ sachinbansal @ flipkartsupport @ Samsung _ IN Bhenchod chutiya banana band karo cust ko ... 10 din se tumara technicn n … https//t.co/AHg5KY11k2	negative
@ KatWhispurrer So sad . Best wishes to you Kate and thanks for everything ! 	positive
@ AshrafFem @ AfsarAn32334267 Abe tu Atnkbadi ki awlad ho afjal ki bat karte sarm nahi aati nathu ne to ek desh batne … https//t.co/NnH48LtJkk	negative
@ f _ i _ r _ k _ i Jis tarah Isis Muslims ka Naam kharab karrahi heisi tarah BJP Hindus ka Naam kharab karrahi he wo log … https//t.co/BCSkos3mJO	negative
RT @ RazaOldcity My Vote is not a Charity Khairaat or Daan ... Mera Vote Khairaati nahi hain agar mein Vote karta hoon to mujhe uske badle … 	neutral
@ jarariya91 @ sardanarohit Ye congres ke dalal ab debate mein Nahi aana chate q ki kab tak ye janta ko murkh banate … https//tco/4F18NHBSZh	neutral
@ suthar _ santi @ YouTube papistan bana hi gundon ke dam par tha .... terrorism ki ilava kuchh kiya hi nahi papiyon ne .… https//t.co/UvdpYl2lw6	negative
@ ModiLeDubega EVM Baba g ka chamatkar h sab Sir warna modi laher m 336 mili thi abki to talab b nhi tha to modi sun … https//t.co/iJqhVRH2TF	positive
When parents want you to force getting married but you are not agree “ They emotionally hit you with jao phr kr lo a … https//tco/8vo1FLUil1	neutral
@ GoldenSparrow63 Barf wale samose b best hen ! 	positive
RT @ sunoo _ chanda 14 y / o nibbas Boy Tere liye duniya chor di hai Tujhpe hi saans aake ruke Main tujhko kitna chahta hoon Ye tu kabhi soc … 	neutral
Thank you so much veerji @ ShashankKhaitan for the constant encouragement and helping this raw musician to start a j … https//t.co/KbUZrlfZtH	positive
@ deepishasharma @ Himanshi1223 @ GautamGambhir Aapko kuch bhi pata nahi in logo ne kitna bada scam kiya he jo congres … https//t.co/p5gx9hIhzE	negative
RT @ Tanvir780 Tickets booked 😎 all Set for Eid 🔥 # Silchar # BookBharatTicketsNow # BharatThisEid # Bharat # BHARATIn4Days # TICKET # SalmanKhan … 	neutral
@ ShraddhaShende @_ blue _ vein @ NotANewbie __ @ ashsmile2k5 Isko aise hi hmlog chutiya nhi bolte 😂😂🤣 	negative
Ramadan Special OFFER !!!! FLAT 15% OFF !!! Benzo Food PROCESSOR Model - BENZO at UDAYA BEST BUY Rs 10025/- For enq … https//t.co/dYfRggKkyg	positive
@ AliaRaffia @ abbycorfan @ amadigital @ McrMuseum Shabash Alia ! You deserve this recognition - excited for you ! 	positive
Uske late Message Karne pr Breakup krne pr utar jaogi ... Or Bio me I'm Mature now likhogi Aisa kaisa chlega didi ...!!! 	neutral
@ demaikel @_ Jaiye Absolutely ! He steps up when it matters and I hope we keep him for next season 	positive
@ Shwetahirani09 I miss u my dear friend U r one of those friends I feel proud to be associated with Meri kisi … https//tco/Sqvhr1wcc1	positive
@ xoxo _ aaaj The only thing I felt bad about was how she lost her parents but after that she ’ s a mess 	neutral
Madarchod Krishn ki soch thi ki hamse bada koi bhagwan nahi hona chahiye aur randiyon ka kotha chalane wala bhad … https//tco/esqBYzWO3o	positive
@ iVeenaKhan Tuj pr Allah ki lanat tu bhol gaye apny krtot ghshti apny shohr ko bi chor dia teri jesi ko izat waisy … https//t.co/2ScewoMkXS	negative
@ TSaleem13 Bewakoof orat ho tum or kuch nahi agar orat ho tu wesey tu fake he hey account yeah 	negative
@ FarhanKVirk But maafi toh Pak fouj ke sarbra ne he de hai maryam bibi ko Jo aaj kul nalaiq na laiq keh kut uchult … https//t.co/zjR4kwkUa3	neutral
@ Hemant _ Jain1008 @ kunalkamra88 Har koi Jo modi mootr nahi pita zaroori nahi wo Pakistani ho Tu kejriwal banaye itn … https//tco/spnk0cIed6	negative
@ BharatBhoomi3 @ Anuukar @ LagbhagSecular Shayad netao ki kitaabe aur ideologies itni jyada padh li aapne ki Hindu dh … https//tco/LOrAkIfl2U	neutral
@ NVGhost005 Oooh I ’ m so stoked ! I ’ ll definitely let you know 😁 	positive
Lagtahai rafale k chalte hi rahul ji fail ho gaye . Rafale . Ra-fail Rahul fail # Amethi # CountingDay # BJP # ElectionResults2019 # ModiSweep 	negative
@ narendramodi Sir you are great apki prshansa sbdo se nhi ki ja sakti bhagvan aapki mehnet se fir aapko 2024 me PM … https//t.co/mzChV555AT	positive
@ its _ revengers Abbey jaa is ko ek or goli maaro lakin sali is baar bachni nai chahiye nhi to goli maarne wale ko mene maar dena 	negative
@_ blackdiamond00 @ BJP4India @ PiyushGoyal @ AmitShah @ narendramodi @ narendramodi _ in Tera vazood hi khatm kar denge A … https//tco/alEDEXZaDx	negative
Sabhi bjp keep chune gaye mph ko Mar do for belet prepared se chunau karvavo dekhate hai kaun jitata hai ? 	negative
@ Swamy39 Swamy Tum apne dimak ka ilaj karavo Suprime Coart ki bhi tum nahi sunte ... Modi ji best tum pagal Ho esiliye bhatak rahe Ho 	negative
@ km779549 Ye fake video h lekin ghost to hote h Qki mere dost sare h meri ankho k smne To bhooto pr yakeen h hme 	positive
@ BebakAawaj Sara paisa to bjp walo ne Janta ka loot kr media aur kuch Desh Mai modi Modi chilane walo pe khrch kr d … https//t.co/zcM7WKy1Ff	negative
@ faizu _ miya @ someshyadav584 Iske jaise mulle hi nafrat ka zahar gholte hain .. Tum log to hinduon ka panee bhi peena … https//t.co/ZqYScylasH	negative
Fucking Å m å l ( Show Me Love ) https//t.co/oYAGjNO2RXhttps//t.co/un8QbBN27f	negative
@ dev _ pipal @ SanjayAzadSln @ macsingle75 Ye konsa print media authorised hai .. abe chutiye vha pe candidate ke member … https//t.co/h2JtC6IYu2	negative
@ askmenfess Name mila fitri sari Height 150 Weight 43 Age 19 Favorite group / singer / band cjr Sign capricorn Fa … https//t.co/C2iZTy8mjQ	neutral
# MeSheStories She I want to give you something you will always remember . Me Bc dhokha mat dena ab . 	negative
RT @ SunderLalDas1 # WorldVictoriousSaint Satguru rampal ji Maharaj Kabir parmeshwar ke a avatar group mein pragat hoker samaj ko ek nayi D … 	neutral
Desh ki dhadkan modi jee Desh ki aatma modi jee Desh ka suwavhiman modi jee Desh ka bishvas modi jee 🇮🇳 🇮🇳 🇮🇳 🇮🇳 🇮🇳… https//t.co/qdbdM5iPGX	positive
@ UrslanH Chal Hatt Bhen K LAUDE Maadarjat RANDI CHIRAAND Saale Kutte Gaand Faad Dunga Teri Tattenath Porkistani Bu … https//t.co/HsuV5PHW1P	negative
@ pradeepkumar _ ji @ DeendayalMot1 @ farah17khan @ asadowaisi Ham log to bht Hindu neta ko jitate h tum bhi Muslim neta … https//t.co/9Z4OuYKIuc	neutral
Congratulations for great victory Sir logo ko aap par aur BJP par pura barosha rakha hai Sir ye tutna nahi chahiye 	positive
@_ maanchalii _ Bohat jazbati loog ho agla match Pakistani team jeet gai to ap loogon ny kehna ky we proud of you we love you etc etc ...😂🤣 	neutral
@ narendramodi Bahut bahut subhkamnaye sir ane wale 5 sal me new india dekhna chahta hun mai woo sirf aap hi pura k … https//tco/i70ziMQwGe	positive
@ magicfmmumbai @ thegreatnext Saktiman my favourite because mere bachpan ka show hai i love it this show . 	positive
@ IPSinghSp Tum bjp ka apman krke jnta ka apman KR rhe ho agr modi ji ne jnta ka vishvas nhi jita hota to bo dubara … https//t.co/5NABMjTGtW	neutral
@ AnilKapoor @ BazmeeAnees Presents Welcome & then Most Welcome . Are you excited to watch Welcome Back Majnu Bhai Jhakas ? 	positive
@ Mitu _ bhabhi I really want to meet youand have you taste my lund for oncephir uske baad mangogi har raat cum in DM 	negative
@ amrendrasadh @ mitalishah121 Ha sahi hei lekin padhne me maja aaya .. lol otmahatiya ☺️☺️☺️☺️. Keep it up Mitaliji 	positive
RT @ RahulJaiss @ narendramodi sir aapko jeet ki badhai . Aap pure desh ke PM hai . Sir aapse request hai ham UP BTC ke pidit #68500_शिक्षक_भ… 	positive
@ taha4u4ever @ shyamtsbhat @ VishweshwarBhat @ pcsarangi Yes sir Please God up the facts and show me ONE evidence ag … https//t.co/KVGCjVp0A0	neutral
Sarfraz lanti deserves all the hate ye Karachi ka bhiya apni dafa bakwaas b buht krta karma is a bitch ✌✌ 	negative
RT @ IronicSalt Ye sala Hindustan me jab tak cinema hai log chutiya bante rahenge . ~ Lord Ramadheer singh https//t.co/7Gkf3R0dFx	negative
@ boulavern I ’ m happy to see you to Sissy ! Thanks sa Chicken 😍😍 Hahaha Pina abrupt na tapok and chika 🤣🤣 	neutral
@ iqrarulhassan Allah apkO hamesha khush O abad rakhy Apki hr khwahish puri hO kamyabi mily MaShaAllah ap acha km k … https//t.co/N6ufhKLJCl	positive
@ BotElitripayo @ zibusisoe 😂😂😂 I see your recall button failed you 	neutral
@ anup081 @ timesofindia @ RahulGandhi Respected rahul sir dont disappoint you U r a great leader Aap ki soch aap … https//tco/ycvQeBNOUA	positive
RT @ Che _ SinebyCos I'm bhand and the only tension right now is ki Hostel waapas ke rastey me ek madarchod kutta hai jo saala kaatne ko daud … 	negative
@ aajtak arre yarr hadd ho gai ab pm ban gaye hai to aisi baato ko bhi jayaj thehraoge kya aisa kuch nahi hai na … https//t.co/OyAPCpVvBT	neutral
@ up100 @ Uppolice @ bulandshahrpol Yai khabar media ko nahi dikhani usko sirf police ki chavi kharab karni hai but I salute u officer jai hind 	positive
Dekho musalmano Pakistan me Julia wala kand se bhi khatarnak khunee hatya kand Jitne mefooz musalman Hindustan mai … https//tco/Mt8djQ0PMI	neutral
@ klishtakara Yeh kya tha phir ?!! ... Hate ko consume karke bahar na nikalu aur self-sacrificingly bholenaath jaisa … https//t.co/3lstIAqtbD	positive
RT @ VivekKu41603207 Aaj rrb7 candidates ki activeness tweeter pay dekhne layak hai jor lagaa do dosto aur ye kaam daily karna hai apne hak … 	neutral
@ ARanganathan72 Aksar yeh sochti hoon ki modji agar 20 saal pehle pm bante to bharat world champion hota 	positive
@ ImranTG1 @ bareillypolice @ Uppolice @ igrangebareilly Aise byakti ko police officer ko chahiye mar mar ker tod de … https//t.co/vWMxXhrwna	negative
@ diljitdosanjh waaa pajii thoda ta mh bhut vada FAN haa i love ur voice sir ek rqst hai mehndi type song mh voice … https//t.co/xlE5WkZF61	positive
RT @ livexlive Seriously these dance moves are INSANE ! # TomorrowXTogether # WangoTango Subscribe to # LiveXLive and never miss another musi … 	positive
@ Oye _ Aisha @ itx _ awari @ parran _ mar @_ its _ TAD07 @ lotus _ hun @ kazmi _ shahkar @ Bao _ Raaami @ ugly _ potato2001 @ Qasim _ Nobita @ sunoo _ chanda Sorry 😐 	neutral
@ i _ msassydamsel Han tu or kya bachpan khrb kr rahy han 	positive
Mauka Mauka Mauka ..... # INDvPAK # PAKvIND # CWC19 https//t.co/NPHL2ZsSCI	neutral
Plturam iss bar chalaki kr gya Pltu ko pta haisirf portfolio ka Jhunjhuna bjane ka koi phayda nahi https//tco/N8QK0HEtq5	neutral
@ Swamy39 . You are a real Brahmin no need to attach any chowkidar sir . In our eyes u r a real hero . May God bless y … https//t.co/REu1jfgRSa	positive
@ Rehmati @ faisalrafi Which mullah is not a chutia ? 	negative
BC jee woh mojo dojo khojo tojo rehne do Pehle apna media ka credibility badha lo thodasa fir baatein kar … https//tco/kIRlapvWEe	negative
@ muglikar _ Aakhir aapki mehnat rang lai sir A big big big congratulations sir Aap aage badho ham apke sath hai 	positive
RT @ taiiiiland @ thatonebelizean Happy Birthday Akela !!! Welcome to the 21+ club buddy ! 😈🥳🍾🎉 	positive
@ Riskiest _ Poison @ khushi _ kadri2 Instead of fuck me pandya she should've said aaj mujhey Karna hai 	positive
@ ShayarImran Bilkul imran bhai aage badhte rehna hai 👍👍 Allah aap ko aur mazbut bana raha haitaake aage aane waali … https//t.co/P6Bx0ZNvls	positive
Chak De India 🇮🇳 Good luck to every team at the # CWC2019 	positive
bhai Bramhan aur kshatriya karm se bante hain janm se nahi ....... Baaki abhi bhi janm ka aadhar le ke ghum rahe ho … https//t.co/RKzhivt35Z	neutral
@ SAMBIT _ PATRAg @ rssurjewala @ INCIndia U r the worst debater . Have no respect for anybody . Bad mouthed . Tum bhi to h … https//t.co/NRMe5eSQFr	negative
@ narendramodi @ AmitShah Sir hamare desh ke system me ese kuch laws lagwaiye jisse desh ka harr insaan kam se kam 1… https//t.co/1vRldeLtCh	neutral
RT @ maslakyahai _ 9246 hi annoying chooza you're my most fav person here from the very first day i really appreciate you . You really don … 	positive
@ TechnicalGuruji Gaurav sir main abhi honor ka phone use kr raha hu toh main aapse puchna chahta hu ki ye jo ho hwa … https//t.co/tnVCwExOG4	neutral
@ ashutosh83B Kaise baate kar rhe ho Lag rha hai kejri ji ko bhi 0 pe pahuchaoge waha k local elections me 	positive
@ CMOfficeDilli Arvind kejriwal Tu saale anna hazare Ka saga Nahi hua Tu kyaa Kisi or Ka saga hoga harrami ki aul … https//tco/9OMd83z4IV	negative
@ anujdhar ye Gandhi bramcharya ka experiment karte the . kitni bar unki ye experment fail huaa . koi batayega . 	neutral
How the fuck are people so smart in conversations !!!!!!! Main bc chai maangne jaun to kisi ko offend kar doo ....… https//t.co/qrS7iEQCW1	neutral
RT @ lovepasihoo1314 @ BeingSalmanKhan @ imKamaalKhan Handsome 😍😍😍😍😍 love you Sallu jaan 😘😘😘😘 https//t.co/TAMg2b1ofM	neutral
RT @ Gautamdebmic To develop a New Bengal lets raise our voice together and chant ' Jai Hind Jai Bangla '. # JaiHind # jaibangla 	positive
RT @ binsiii Google isn ’ t your best friend when you ’ re sick belie walie haiiiiiii 	neutral
@ ani _ digital @ ANI yeh koi religion ke din nahi hai chodu jo ab bhi bando ke naam ke banaye banaye diwas manayenge … https//t.co/MN8bbnWjmC	negative
